pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0183,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Age of History II,전략,Age of History II는 배우기 쉽지만 마스터하기 어려운 대 전략 전쟁 게임입니다. 당신의 목표는 군사 전략과 교활한 외교를 이용하여 세계를 통일하거나 정복하는 것입니다. 세계가 피를 흘릴 것인가 아니면 당신 앞에 굴복 할 것인가? 선택은 당신의 것입니다.,,,
B0184,A11,Opus Magnum,"인디, 시뮬레이션",Poly Bridge 2,"인디, 시뮬레이션",호평 일색의 다리 건설 시뮬레이터가 더욱 새롭게 돌아왔습니다! 더 오랫동안 퍼즐을 해결하며 창의력을 발휘해보세요!,,,
B0185,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",Mon Bazou,"어드벤처, 캐주얼, 인디, 레이싱, 시뮬레이션","Build your crappy vehicle into a race car, install the parts yourself. Make money by cutting wood, racing at night or delivering pizza. Maybe you want to manage a sugar shack or build yourself a big garage?",,,
B0186,A02,Salt and Sanctuary,"액션, 인디, RPG",JUMP KING QUEST,"액션, 어드벤처, 인디, RPG","JUMP KING QUEST에서 위험천만한 플랫폼에 도전하세요! 혼자 탐험하거나 온라인에서 함께 역동적인 등반 액션을 경험하며, 정상의 불타도록 뜨거운 아가씨를 찾아 대담한 여정을 떠나세요. 이 세계에서, 모든 난간은 전장입니다...",,,
B0187,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Achievement Clicker,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략","Feel like a real Achievement hunter! Earn Achievements, upgrades and get the most Achievements on steam!",,,
B0188,A21,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",JUMP KING QUEST,"액션, 어드벤처, 인디, RPG","JUMP KING QUEST에서 위험천만한 플랫폼에 도전하세요! 혼자 탐험하거나 온라인에서 함께 역동적인 등반 액션을 경험하며, 정상의 불타도록 뜨거운 아가씨를 찾아 대담한 여정을 떠나세요. 이 세계에서, 모든 난간은 전장입니다...",,,
B0189,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Kingdom Come: Deliverance II,"액션, 어드벤처, RPG",15세기 중세 유럽을 배경으로 한 풍부한 오픈 월드에서 펼쳐지는 스릴 넘치는 스토리 중심 액션 RPG. 엄청난 규모의 여정에 올라 청년 헨리의 눈을 통해 최고의 중세 어드벤처를 경험하세요.,,,
B0190,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Another Crab's Treasure,"액션, 어드벤처, 인디",활기찬 저 바다 속 왕국이 무너질 위기에 처했습니다. 소라게는 보물 사냥을 떠나 압류당한 껍질을 되찾으려 합니다. 두 번째 게임은 AGGRO CRAB입니다.,,,
B0191,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Boxes: Lost Fragments,"어드벤처, 캐주얼, 인디","여러분은 전설적인 도둑이 되어, 다음 임무를 위해 웅장하고 호화로운 대저택으로 갑니다. 그곳에서 목적을 알 수 없는 퍼즐 상자를 여러 개 찾게 됩니다. 빠르게 들어왔다 나가려고 했던 일이, 갑작스럽게 자유와 정답을 찾기 위한 스스로의 끔찍한 투쟁으로 변합니다.",,,
B0192,A11,Opus Magnum,"인디, 시뮬레이션",How to Make an Atomic Bomb in Your Garden,"어드벤처, 캐주얼, 인디, 시뮬레이션","어처구니없는 뒷마당 원자폭탄 제작 시뮬레이터. 자금을 모으고, 접근 방식을 계획하고, 희귀 부품을 찾고, 차분함을 유지하며 원자폭탄 작품을 조립하면서 호기심 많은 이웃과 연방 요원들의 의심을 피하세요.",,,
B0193,A04,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Automobilista 2,"액션, 인디, 레이싱, 시뮬레이션, 스포츠","Automobilista 2 is all the racing simulators you ever wanted - in just one. An incredibly diverse collection of cars and tracks cohesively simulated, featuring incredible graphics and audio quality, dynamic weather and track conditions and the best VR support for a racing experience like no other.",,,
B0194,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Quake Live,액션,"100개가 넘는 아레나에서 세계 각지의 플레이어와 경쟁하고, 수십 개의 게임 모드와 지속적인 커리어 통계 추적 등이 포함되어 있는 Quake III Arena의 온라인 기능 중심 후속작에서 가장 흥미롭고 빠르게 진행되는 FPS 게임 플레이를 경험해 보세요.",,,
B0195,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Mist Survival,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","MIST SURVIVAL is a Single-player, survival stealth sandbox game Players will experience the Apocalypse stimulation in the form of virus pandemic, the players have to deal with it to survive through the difficulties such as finding shelter and food, threats from the environment and climate: wild anim",,,
B0196,A04,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",EA SPORTS™ WRC,"레이싱, 시뮬레이션, 스포츠","새로운 장소, 순간, 스테이지, 고성능 차량, 새로운 리버리, 라이선스를 받은 크루와 함께 2024 랠리 시즌의 스릴을 경험하세요. 계속되는 랠리 여정을 시작할 준비를 하세요.",,,
B0197,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Carry The Glass,"어드벤처, 캐주얼, 인디, 시뮬레이션",이 재미있는 2인 협동 플랫포머에서 두 명의 기발한 건설 노동자가 되어 팀을 이루어 보세요! 깨지기 쉬운 유리창을 들고 도전으로 가득한 다채로운 레벨을 통과하세요. 장애물을 피하고 퍼즐을 풀기 위해 소통하고 협력하세요. 유리를 깨지 않고 작업을 완료할 수 있을까요?,,,
B0198,A02,Salt and Sanctuary,"액션, 인디, RPG",Planet Centauri,"액션, 어드벤처, 인디, RPG","혼자 또는 친구들과 서사시적 모험을 떠나세요! 던전을 탐험하고, 괴물을 포획하며, 마을을 건설하고 방어하세요. 무기를 만들고, 마법을 익혀 외계 행성을 새로운 문명의 요람으로 만드세요! 이 혁신적인 게임에서 세계의 운명을 좌우하세요!",,,
B0199,A02,Salt and Sanctuary,"액션, 인디, RPG",Keplerth,"어드벤처, 캐주얼, 인디, RPG, 시뮬레이션","Welcome to Keplerth! Try to survive on a hostile alien planet in this 2D sandbox RPG, where you can choose to live alone or fight side by side with your friends in the online multiplayer mode. Survive, build, farm, fight, and explore your way to victory in this open-world adventure!",,,
B0200,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Brick Rigs,시뮬레이션,"혼돈스러운 파괴, 끝없는 유저 창작물, 예측 불가능한 모험으로 가득한 물리 샌드박스에서 하고 싶은 건 뭐든지 즐겨 보세요. 혼자서 혹은 친구들과 함께 만들고, 부수고, 롤플레이하고, 실컷 난장판을 벌여 보세요!",,,
B0201,A01,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",ENDLESS Legend™ 2 엔들리스 레전드 2,"RPG, 시뮬레이션, 전략, 앞서 해보기","끊임없이 변화하는 세계에서 강력한 영웅들이 이끄는 비대칭적인 세력을 배경으로 펼쳐지는 이 전략 게임에서 승리를 향해 사람들을 이끌어보세요. ​​제국을 건설하고, 정치적 영향력을 행사하며, 위대한 군대를 일으켜 행성 깊숙이 숨겨진 어두운 비밀을 밝히기 위한 경쟁 속에서 치열한 전쟁을 펼쳐보세요.",,,
B0202,A17,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",Call of Duty®: Modern Warfare® 3 (2011),액션,공전의 베스트셀링 1인칭 액션 시리즈가 다수의 올해의 게임 상을 수상한 Call of Duty®: Modern Warfare® 2의 거대한 후속작으로 돌아옵니다.,,,
B0203,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Darkwood 다크우드,"액션, 어드벤처, RPG, 전략","서바이벌 호러에 대한 새로운 시각을 제시하는 다크우드. 낮에는 풍요롭고 끊임없이 변화하는 오픈 월드를 탐험하며 자원을 모으고, 밤이 오면 은신처에 틀어박혀 아침 햇살이 비추기를 간절히 기다리세요.",,,
B0204,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",DEATH STRANDING 2: ON THE BEACH,"액션, 어드벤처","샘은 동료들과 함께 다시 한번 인류를 멸종으로부터 구하기 위한 여정을 떠납니다. 이들과 함께 이세계적인 적, 장해물, 그리고 불편한 질문이 존재하는 세상을 탐험하세요. 우리는 과연 연결해야 했을까?",,,
B0205,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",My Garage,"인디, 레이싱, 시뮬레이션","MY GARAGE is a car simulation game with main focus being simulating real car repair, maintenance and physics.",,,
B0206,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Age of History 2: Definitive Edition,"인디, 전략",Age of History II는 배우기 쉽지만 마스터하기 어려운 대 전략 전쟁 게임입니다. 당신의 목표는 군사 전략과 교활한 외교를 이용하여 세계를 통일하거나 정복하는 것입니다. 세계가 피를 흘릴 것인가 아니면 당신 앞에 굴복 할 것인가? 선택은 당신의 것입니다.,,,
B0207,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",How to Survive 2,"액션, 어드벤처, RPG","죽느냐 사느냐? 결정을 내려요, 낯선 친구. 여기 루이지애나에선 언데드처럼 어정쩡한 상태는 환영 받지 못한답니다. 혼자서든 친구들과 함께든 알아서 식량과 물과 주거지 같은 기본 필요를 채우고 직접 도구랑 무기를 만들어서 캠프를 지키고 굶주린 좀비에 맞서 싸우는 겁니다.",,,
B0208,A04,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Dead Island Definitive Edition,액션,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!",,,
B0209,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Old World 올드 월드,"RPG, 시뮬레이션, 전략","Old World는 새로운 역사 전략 게임으로, 몇 세대에 걸쳐 다른 왕들과 경쟁하면서 왕조를 이끌어야 합니다. 대규모 전쟁을 일으키고 궁중을 관리하며 왕조를 세워보거나, 제국의 몰락을 지켜봐야 하기도 합니다. 여러분은 어떤 유산을 남기겠습니까?",,,
B0210,A11,Opus Magnum,"인디, 시뮬레이션",Hexcells Infinite,"캐주얼, 인디, 전략","헥셀 인피니트는 공간 로직을 이용한 PC, Mac 그리고 Linux용 퍼즐 게임입니다.",,,
B0211,A12,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",MENACE 메너스,"RPG, 시뮬레이션, 전략, 앞서 해보기","Battle Brothers 개발진이 선보이는 턴제 전략 RPG에서 외계인들의 위협에 맞서 기동 타격대를 지휘하십시오. 여러 세계의 구조 요청에 응답하고, 분대를 훈련시키고, 무장하고, 탱크와 워커를 배치하고, 정밀하고 세밀한 턴제 전투의 임무를 계획하고 실행하십시오.",,,
B0212,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Mistfall Hunter,"액션, 어드벤처","는 다크 판타지 액션 익스트랙션 RPG 게임입니다. 직업별로 스킬, 특성, 장비를 전략적으로 조합해 3인칭 시점의 박진감 넘치는 액션 전투를 즐겨 보세요! 파티원과 긴밀하게 협력할 수도, 홀로 전장에 뛰어들 수도 있습니다. 포위망을 뚫고 살아남아야만 값진 전리품을 손에 넣을 수 있습니다. 골드 헌터님, 행운을 빕니다.",,,
B0213,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Abyssus,"액션, 어드벤처, 인디","장비를 선택하고 전설적인 힘을 휘두르며 심해 속 문명의 타락한 적들을 물리치세요. 1인에서 4인까지 플레이 가능한 쾌속 템포의 FPS 로그라이트, '브라인펑크' 스타일 어드벤처 게임, Abyssus를 만나보세요.",,,
B0214,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",리볼트,레이싱,"리볼트에서 여러분은 28대의 무선 조종 자동차 중 하나를 독특한 환경에 설치된 기상천외한 레이스 트랙으로 이끌게 됩니다. 연석은 거대한 벽이 되고, 장난감은 장애물이 됩니다. 자동차를 몰고, 통과하여, 결승선에 도달하기까지 모든 것이 공평합니다.",,,
B0215,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Astro Colony,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략",끝없는 우주를 탐험하고 가장 효율적인 식민지 별자리를 만드세요. 생산 자동화를 위한 컨베이어 시스템을 구축하세요. 우주 비행사와 그들이 요구하는 내용을 돌봐 주세요! 은하간 시뮬레이션의 일부로 새로운 식민지를 설립하세요.,,,
B0216,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",RiME,어드벤처,꼭대기에 도달해 단단히 봉인된 비밀을 파헤쳐야 합니다.,,,
B0217,A01,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",휴먼카인드,전략,"HUMANKIND™는 Amplitude Studios의 야심작인 역사 기반 전략 게임으로, 여러분은 직접 인류의 역사 전체를 다시 써내려가면서 각종 문화, 역사, 그리고 가치를 융합하여 독특한 문명을 만들게 됩니다. 인류를 얼마나 멀리까지 이끄시겠습니까?",,,
B0218,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",아포칼립스 파티,"액션, 캐주얼, 인디, 전략",아포칼립스 파티는 3D 탑다운 액션 로그라이크 게임입니다. 이 게임에서 플레이어는 중세 시대를 횡단하는 새로운 미션을 시작하고 점차 능력을 습득하며 여러 선택을 통해 최강의 생존자가 되기 위해 무장하게 됩니다.,,,
B0219,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Hacker Simulator,"인디, 시뮬레이션","해커가 되어 온라인 평판을 최정상까지 끌어올리세요. 계약을 완료하고, 새 프로그램을 구입하고, 컴퓨터를 업그레이드하고, Wi-Fi 네트워크를 해킹하여 개인이나 기업의 온라인 시스템에 침투하세요.",,,
B0220,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Worms Ultimate Mayhem,전략,Load your weapons and experience a whole new dimension in destructive turn-based cartoon action!,,,
B0221,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",33 Immortals,"액션, 인디, 대규모 멀티플레이어","33 Immortals는 33명이 함께 싸우는 협동 액션 로그라이크 게임입니다. 혼자서 또는 친구와 함께 바로 뛰어드세요! 쏟아져 밀려오는 몬스터 군단과 맞서고 거대한 보스를 쓰러뜨리다 보면, 회차를 거듭할수록 강해진 스스로를 발견하게 될 테니까요. 게임 내 감정표현으로 동료 저항자들과 호흡을 맞추고 힘을 하나로 모아 신의 분노에 맞서세요.",,,
B0222,A02,Salt and Sanctuary,"액션, 인디, RPG",ENDER LILIES: Quietus of the Knights,"액션, 인디, RPG","죽음의 비로 인해 멸망한 왕국 ""끝자락의 나라"". 슬프고도 아름다운 이곳에서 펼쳐지는 소녀 릴리와 불사신 기사들의 이야기. 한순간의 방심으로도 목숨을 잃을 수 있는 험난한 전투가 꼬리에 꼬리를 물고 이어지는 본격 횡스크롤 액션 RPG를 만끽하며, 동료와 함께 세계의 진실을 밝혀내세요.",,,
B0223,A11,Opus Magnum,"인디, 시뮬레이션",Little Big Workshop,"시뮬레이션, 전략","직원, 작업대, 기계를 관리하고 멋진 물건을 만들어서 작은 규모의 작업장을 꿈의 공장으로 성장시키세요!",,,
B0224,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),,"퍼블리셔 업데이트 - 이 페이지는 2009년에 출시된 The Elder Scrolls IV: Oblivion Game of the Year Deluxe Edition(PC)의 제품 페이지입니다.---The Elder Scrolls IV: Oblivion® Game of the Year Edition은 전에 없던 최고의 RPG를 선사합니다. 정교하고 생동감 넘치는 게임 세상에 한 발자국 들어가 보십시오. 자유로운 게임플레이와 전에는 볼 수 없었던 그래픽과 더불어, 메인 퀘스트를 자신의 힘으로 풀어 나가거나 방대한 게임 세상을 탐험하며",,,
