pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0335,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",ASTRONEER,"어드벤처, 인디","독특하고 촉각적인 방식으로 낯선 새로운 세계와 상호 작용하여 환경 자체를 마치 손에 있는 진흙처럼 빚어보세요. 기지를 건설하고, 자원 관리를 마스터하고, 생산 라인을 자동화하는 등 혼자 또는 친구와 함께 우주의 미스터리를 풀어나가세요.",,,
B0336,A22,Opus Magnum,"인디, 시뮬레이션",Masterplan Tycoon,"인디, 시뮬레이션, 전략",Welcome to the resource management game where your creativity and logistics skills are put to the test! In this minimalistic simulation you will build interconnected chains of products and open new missions by completing various tasks to create the biggest system you can.,,,
B0337,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",City Bus Manager,"캐주얼, 시뮬레이션","시티 버스 매니저에서 나만의 버스 차고지를 처음부터 건설하고 개인 버스 노선을 만들어 보세요. 실제 지도 데이터로 자신의 고향이나 전 세계 유명 도시에서 플레이하세요. 버스를 구매하고, 관리하고, 직원을 관리하고, 버스 회사를 이끌고 마을에서 최고의 버스 회사가 되세요!",,,
B0338,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",전설의 호플리트,"액션, 어드벤처, 인디, RPG, 전략","액션 RPG와 타워 디펜스의 결합: 괴물들을 도륙하고, 무기를 찾고, 무장을 업그레이드하고, 기지를 방어하세요...그리스 신화에 등장하는 괴물들과 고대 부족들로부터 인류의 운명을 보호하세요. 지휘관, 절대 그들이 성문을 넘지 못하도록 하세요!",,,
B0339,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Inner Chains,"액션, 어드벤처","An FPS horror game set in a surreal, dark and deadly biomechanical world never seen before. Humankind is just a small part of a hostile universe. Want to survive? Discover its secrets.",,,
B0340,A22,Opus Magnum,"인디, 시뮬레이션",Contraption Maker,"캐주얼, 인디, 시뮬레이션",The spiritual successor to The Incredible Machine from its original designer and programmer. Play 100s of puzzles. Build and share elaborate contraptions with an huge variety of parts and critters.,,,
B0341,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Forsaken Isle,"액션, 어드벤처, 캐주얼, 인디, RPG","Stranded on a desert island, explore, craft, build and fight in this action survival game!",,,
B0342,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",The Isle,"액션, 어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션, 앞서 해보기",Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,,,
B0343,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Jane's Advanced Strike Fighters,시뮬레이션,"Take on the massive assault of aerial, ground, and naval forces with only seconds to decide your fate of victory or defeat.",,,
B0344,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Camping Simulator: The Squad,"어드벤처, 인디, 시뮬레이션",Camping Simulator lets you experience what camp means by preparing your backpack wisely for challenging conditions of nature. You can play all the experiences with up to 8 friends in multiplayer mode or single player mode.,,,
B0345,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Brawlhalla,"액션, 인디, 무료 플레이","An epic platform fighter for up to 8 players online or local. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with millions of players on PlayStation, Xbox, Nintendo Switch, iOS, Android & Steam! Frequent updates. Over sixty Legends.",,,
B0346,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",The Islander,"캐주얼, 인디, 시뮬레이션","The Islander is a fast building/farming game set somewhere in an exotic Polynesia. Plant crops, bushes and trees, build livestock pens, but don’t forget to make it look classy by adding various decorations.",,,
B0347,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Hiveswap Friendsim,"어드벤처, 인디, RPG, 시뮬레이션","You’ve crash landed on a dangerous alien planet with no food, medicine, or prospects, but you do know one thing—you are absolutely desperate for friendship.",,,
B0348,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",드래곤볼 더 브레이커즈,"액션, 어드벤처, 캐주얼",본 게임은 1 대 7로 플레이하는 온라인 비대칭형 액션 게임입니다. 프리저나 셀을 비롯한 드래곤볼의 대표적인 라이벌인 「레이더」와 슈퍼 파워를 지니지 않은 7명의 일반 시민인 「서바이버」 사이에서 궁극의 탈출 게임이 펼쳐집니다.,,,
B0349,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",The World is Your Weapon,"액션, 인디, RPG","우물, 함정, 집, 마을 사람, 괴물 (!?), 당신 주변의 어떤 것도 무기가 될 수 있습니다! 전에 보지 못했던 액션 RPG입니다. 게임에서 볼 수있는 모든 무기로 싸울 수 있습니다. 300 종류가 넘는 무기가 있습니다. 무기 갤러리를 완성하는 것입니다!",,,
B0350,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Over 9000 Zombies!,"액션, 인디","Over 9000 Zombies! is top-down arcade action blown out of all reasonable proportions. An endless horde of zombies is coming your way, how long can you survive?",,,
B0351,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Dragon Spear,"액션, 어드벤처, 인디, RPG",화려한 액션과 시원시원한 타격감을 경험하세요! 그리고 친구들과 함께 강력한 보스를 사냥 하세요.,,,
B0352,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Farm Together 2,"캐주얼, 인디, 시뮬레이션",아늑하고 편안한 농장 체험을 위해 오랫동안 기다려온 속편에서 혼자서 농장을 키우거나 친구들과 함께해 보세요!,,,
B0353,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Hydrophobia: Prophecy,"액션, 어드벤처, 인디, 전략",The ultimate edition of the jaw-dropping action-adventure game set onboard a floating city.,,,
B0354,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Creativerse,"액션, 어드벤처, 캐주얼, 인디, 대규모 멀티플레이어, RPG, 시뮬레이션",A sandbox adventure game as big as your imagination.,,,
B0355,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Thronebreaker: The Witcher Tales,"어드벤처, RPG","'더 위쳐 3: 와일드 헌트'의 제작진이 탄생시킨 새 RPG 게임. 제국의 침략이 임박한 가운데, 노련한 전쟁 용사인 리리아와 리비아의 여왕 메브는 다시 한번 출정에 나서면서 파괴와 복수로 가득한 여정에 오르게 되는데...",,,
B0356,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",트리거 소녀,"어드벤처, 캐주얼, RPG, 전략","보물 사냥꾼 인 아오이와 샐리는 탐험 중에 동굴을 발견했습니다. 그들은 그 안에 보물을 예견합니다. 그래서 들어가서 살펴보기로 결정했습니다. 예기치 않게, 이것은 촉수 동굴입니다.",,,
B0357,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Sand:box,"캐주얼, 인디, 시뮬레이션, 무료 플레이","""Falling sand"" style particle sandbox, now with circuits and stickmen!",,,
B0358,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",UNDER the SAND - a road trip simulator,"액션, 어드벤처, 인디, 레이싱, 시뮬레이션",You. Your car. And world under the sand.,,,
B0359,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",SwarmZ,"액션, 인디, 시뮬레이션, 전략","Face massive zombie swarms in this funny post-apocalyptic tactical sandbox! Do you know what it's like to be surrounded by 100,000 zombies? Well, you're about to find out!",,,
B0360,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Line of Sight,"액션, 무료 플레이, 인디, 대규모 멀티플레이어","Fast paced FPS with high customizational freedom. From game mode customization to an in depth weapon tuning and attachment system up to detailed character customizations, while it was developed so you can choose to either go for high performance or graphical fidelity without an high end PC.",,,
B0361,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",빈 배틀즈,"액션, 인디",배틀로얄 인기 장르를 독특하게 변형한 게임입니다. 빠른 속도로 진행되는 여러 라운드에서 킬과 생존이 동일하게 보상됩니다. 팀을 구성하고 복수하며 마지막까지 살아남은 콩이 되어 보세요.,,,
B0362,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Neva,"액션, 어드벤처, 인디",여인과 거대 늑대의 평생의 유대감을 통해 급속히 죽어가는 세상을 헤쳐나가는 스릴 넘치는 모험을 시작하면서 감동적인 이야기를 경험하세요.,,,
B0363,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Under A New Sun,"어드벤처, 인디, 시뮬레이션, 앞서 해보기","While searching for a new home, an unexpected failure in your ship has left you stranded on a planet surprisingly similar to Earth. Discover a vast open world, hunt for food, develop technologies, and build yourself a new home to survive!",,,
B0364,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",EARTH DEFENSE FORCE 5,액션,"인류여, 운명에 맞서라. 서기 2020년. 돌연 습격해온 외계 생명체와 '전지구방위군' EDF의 전투를 그린 액션 슈팅. 당신은 EDF의 병사가 되어 무수히 덤벼드는 거대한 적을 섬멸하고 지구의 평화를 지켜라.",,,
B0365,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",GIBZ,"액션, 어드벤처, 인디","Shoot, slice and surf on zombies by yourself or with friends. Fight overwhelming amounts of zombies and other monsters summoned by an evil wizard (ooOooOOOo spooky) in an early 1900s London.",,,
B0366,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Quake Live,액션,"100개가 넘는 아레나에서 세계 각지의 플레이어와 경쟁하고, 수십 개의 게임 모드와 지속적인 커리어 통계 추적 등이 포함되어 있는 Quake III Arena의 온라인 기능 중심 후속작에서 가장 흥미롭고 빠르게 진행되는 FPS 게임 플레이를 경험해 보세요.",,,
B0367,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",UNDER the SAND - a road trip simulator,"액션, 어드벤처, 인디, 레이싱, 시뮬레이션",You. Your car. And world under the sand.,,,
B0368,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Game Corp DX,"인디, 시뮬레이션","Manage your Game Studio, earn big bucks, impress the critics, beat rival studios and clean up at the awards!",,,
B0369,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Project 5: Sightseer,"액션, 어드벤처, 인디, RPG","Open world multiplayer sandbox/RPG game. Explore, gather, build, research, and fight to protect what's yours -- by yourself or together with your friends.",,,
B0370,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Research Story,"캐주얼, 인디, RPG, 시뮬레이션","Set out to discover and record plants and creatures for the Violet Archive. Grow crops, tame animals, and build the perfect farm! Forge friendships along the way as you begin your life as a researcher!",,,
B0371,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",ACTION SANDBOX,시뮬레이션,"A physics sandbox game for people who like to play with digital toys. Create, control toys and define your goals.",,,
B0372,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,"Yes, Your Grace 2: Snowfall","인디, RPG, 시뮬레이션, 전략","이 새로운 현실에서는 괴물들이 더 가까이서 도사리고, 적들은 한층 강해지고, 탄원자들은 그 어느 때보다 더욱 고통받고 있지만, 여러분은 왕으로서 의무를 다해야 합니다. 당신의 왕국에 대한 신뢰를 다시 쌓고 가족을 지키며 다가오는 겨울에서 살아남는 것은 여러분께 달렸습니다.",,,
B0373,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Sand:box,"캐주얼, 인디, 시뮬레이션, 무료 플레이","""Falling sand"" style particle sandbox, now with circuits and stickmen!",,,
B0374,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Old World 올드 월드,"RPG, 시뮬레이션, 전략","Old World는 새로운 역사 전략 게임으로, 몇 세대에 걸쳐 다른 왕들과 경쟁하면서 왕조를 이끌어야 합니다. 대규모 전쟁을 일으키고 궁중을 관리하며 왕조를 세워보거나, 제국의 몰락을 지켜봐야 하기도 합니다. 여러분은 어떤 유산을 남기겠습니까?",,,
B0375,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",Universe Sandbox,"캐주얼, 인디, 시뮬레이션, 앞서 해보기","Create & destroy on an unimaginable scale with a realistic physics-based space simulator. Explore the beauty of our universe and the fragility of our planet. Use science to bend the laws of gravity, collide planets, boil away oceans, fire epic space lasers, and customize your universe.",,,
B0376,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기","Yes, Your Grace 2: Snowfall","인디, RPG, 시뮬레이션, 전략","이 새로운 현실에서는 괴물들이 더 가까이서 도사리고, 적들은 한층 강해지고, 탄원자들은 그 어느 때보다 더욱 고통받고 있지만, 여러분은 왕으로서 의무를 다해야 합니다. 당신의 왕국에 대한 신뢰를 다시 쌓고 가족을 지키며 다가오는 겨울에서 살아남는 것은 여러분께 달렸습니다.",,,
B0377,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Call of Duty®: Infinite Warfare,"액션, 어드벤처","Infinite Warfare delivers three unique game modes: Campaign, Multiplayer, and Zombies.",,,
B0378,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",Hand Simulator: Survival,"액션, 어드벤처, 인디, 대규모 멀티플레이어, RPG, 시뮬레이션","Wild island. Thirst and hunger. Dangerous animals and insects. The perfect place to test your survival skills, especially if you only have empty hands, especially if it is a hand simulator.",,,
B0379,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Ships At Sea,"어드벤처, 시뮬레이션, 앞서 해보기","다양한 선박을 조종하는 스릴을 경험하세요. 싱글 및 멀티플레이어 모드에서, 노르웨이의 섬들과 그 아름다운 풍경을 탐험하면서 서비스, 화물 운송, 상업 어업과 같은 작업에 몰입하세요. 바다가 당신의 손에 닿을 거리에 있습니다!",,,
B0380,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Loddlenaut,"어드벤처, 캐주얼, 인디",우주 해양 관리자가 되어 오염된 해양 행성을 청소하세요. 생동감 넘치는 바닷속을 탐험하며 쓰레기를 줍고 외계 생명체를 보살피세요!,,,
B0381,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",White Noise 2,"액션, 어드벤처, 인디, 전략","Enjoy a 4vs1 asymmetric horror experience like no other. Be a part of the investigator team, or take control of the creature and devour them!",,,
B0382,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Due Process,"액션, 어드벤처, 인디, 시뮬레이션, 전략, 앞서 해보기",A PVP tactical FPS about PLANNING & EXECUTION. Sound strategy and good teamwork are essential for victory because new PROCEDURALLY-GENERATED MAPS are delivered every week. You'll face a new tactical challenge every round.,,,
B0383,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Trapped Dead,"액션, 전략",You and up to three friends fight to survive the Zombie outbreak in this game inspired by early '80s horror films!,,,
B0384,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",THE LONGING,"어드벤처, 인디, RPG","어드벤처와 방치형 게임의 기묘한 조합입니다. 당신의 임무는 철저하게 고독한 지하 깊은 곳에서, 당신의 왕이 깨어나길 기다리는 것입니다... 400일 동안 말이죠.",,,
B0385,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Stellar Tactics,"어드벤처, 인디, RPG, 전략","A Sci-Fi role-playing game featuring turn-based ground combat, space exploration, deep character customization and a massive living universe with thousands of star systems. Equip your ships with the best equipment you can find, gather a powerful crew of mercenaries and set out into the void!",,,
B0386,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Ashes of the Singularity: Escalation,"시뮬레이션, 전략",당신이 동적 전장에서 전체 군대를 명령 대규모 실시간 전략 게임. 여러 싱글 플레이어 캠페인을 통해 여러 세계를 정복; 또는 멀티 플레이어 전투에서 친구와 함께 재생할 수 있습니다.,,,
B0387,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",스타베스터 - 별의 수확자,"캐주얼, 시뮬레이션, 전략","우주에서 거대한 메가스트럭처를 건설하기 위해 항성계 전반에 걸친 공장을 확장하는 짧은 인크리멘탈 게임입니다. 드론 무리를 배치해 자원을 채굴하고, 업그레이드를 해제하며, 별의 힘을 수확하세요!",,,
B0388,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Commandos: Origins,전략,경고! 당신은 세계 전체를 바꿀 엄청난 임무에 선정되었습니다. Commandos: Origins에서 전설의 엘리트 2차 세계 대전 특수 부대의 탄생을 지켜보세요. 오랫동안 기다려온 Commandos 시리즈의 후속편으로 실시간 전술 게임 장르의 뿌리를 직접 체험하세요.,,,
B0389,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Ships At Sea,"어드벤처, 시뮬레이션, 앞서 해보기","다양한 선박을 조종하는 스릴을 경험하세요. 싱글 및 멀티플레이어 모드에서, 노르웨이의 섬들과 그 아름다운 풍경을 탐험하면서 서비스, 화물 운송, 상업 어업과 같은 작업에 몰입하세요. 바다가 당신의 손에 닿을 거리에 있습니다!",,,
B0390,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Game Dev Studio,"캐주얼, 인디, 시뮬레이션, 전략",Welcome to your own Game Dev Studio! How will you run your own offices and ascend to greatness in the gaming industry?,,,
B0391,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Seek Girl Ⅱ,"캐주얼, 인디","This is a casual intellectual game, get beautiful pictures and exercise your observation.",,,
B0392,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",A Game of Thrones - Genesis,전략,Immerse yourself into the battles and intrigues between the Houses that shaped the Kingdom of Westeros and keep your spot on the Iron Throne by any means.,,,
B0393,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",SILT,"어드벤처, 인디","Dive into a surreal ocean abyss in an atmospheric puzzle-adventure. Explore dangerous waters, possess sea creatures and solve environmental puzzles to discover what lies deep below the surface…",,,
B0394,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Ultimate Epic Battle Simulator 2,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략","Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion",,,
B0395,A03,Salt and Sanctuary,"액션, 인디, RPG",Sanctum 2,"액션, 인디, 전략",Sanctum 2 is the sequel to the world’s first Tower Defense/FPS hybrid game. Pick from four unique character classes and embark on a mission to protect the oxygen-producing Cores from hordes of deadly aliens who are threatened by their existence.,,,
B0396,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Uncharted Ocean,"액션, 어드벤처, 캐주얼, 인디, RPG, 시뮬레이션, 전략","This is a world of oceans, islands and ships. Players will start their own journey from Faro, facing an impermanent ocean and awkward opponents, and gradually build a strong fleet with wisdom and luck. The chaotic seas and tempting treasures, under the guidance of the banner, work hard for survival！",,,
B0397,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Military Conflict: Vietnam,"액션, 캐주얼, 앞서 해보기","It’s 1968 in Vietnam, the time to “Make War Not Love”. Side with the Viet Cong or U.S. Army in this intense, fast-paced FPS set in the Vietnam War — now with co-op zombie mode. Choose from 300+ weapons of destruction. Kill or be killed!",,,
B0398,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",LOST EMBER,"액션, 어드벤처, 인디","매력적인 관점으로 무너진 세상의 모습을 탐험하세요! 여러 가지 다른 동물들로 스르륵 빙의하여 고대 세상의 운명을 파헤쳐 보세요. 깊은 물 속으로 잠수하고, 아주 높은 곳을 날아다니고, 두더지로 땅을 파고 들어가거나 산양으로 가파른 절벽을 올라가세요. 돌아다니는 방법은 많습니다.",,,
B0399,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",The Witness,"어드벤처, 인디",당신은 크나큰 도전과 놀라움의 퍼즐로 가득 찬 낯선 섬에서 외로이 깨어납니다.,,,
B0400,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Rolling Line,"캐주얼, 인디, 시뮬레이션","Build your own model railway tracks and scenery or explore pre-made maps, including 1000s of player-made maps and mods on the Steam Workshop! Play solo and in multiplayer, both in virtual reality and on PC!",,,
B0401,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",In Sink: A Co-op Escape Adventure,"어드벤처, 캐주얼, 인디, 시뮬레이션, 전략",조난을 당해 수수께끼의 섬에 다다른 두 명의 캐릭터가 되어 플레이하세요. 이 협동 게임에서는 친구와 한 팀이 되어 힘을 합쳐야 합니다. 함께 퍼즐을 풀고 집으로 돌아갈 길을 마련하세요. 비슷하게 생각하는 것만으로는 부족합니다. 진정으로 '빠져들어야' 탈출할 수 있습니다.,,,
B0402,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Camping Simulator: The Squad,"어드벤처, 인디, 시뮬레이션",Camping Simulator lets you experience what camp means by preparing your backpack wisely for challenging conditions of nature. You can play all the experiences with up to 8 friends in multiplayer mode or single player mode.,,,
B0403,A03,Salt and Sanctuary,"액션, 인디, RPG",Smalland: Survive the Wilds,"액션, 어드벤처, 인디, RPG","소인이 되어 웅장한 모험을 경험하세요! 드넓고 위험천만한 세계에서 멀티플레이어 생존 게임을 즐기세요. 먹이 사슬의 밑바닥에 있는 자그마한 존재에게는 대비가 중요합니다. 무기와 갑옷을 만들고, 생물을 길들인 뒤 올라타고, 야영지를 만들고, 새로운 낯선 땅을 탐험하세요.",,,
